GlobalSubCodeId,GlobalCodeId,SubCodeName,Code,Description,Active,CannotModifyNameOrDelete,SortOrder,ExternalCode1,ExternalSource1,ExternalCode2,ExternalSource2,Bitmap,BitmapImage,Color,RowIdentifier,CreatedBy,CreatedDate,ModifiedBy,ModifiedDate,DeletedBy,RecordDeleted,DeletedDate
6148,8660,Members whose monthly deductible is not met for current month,,,Y,N,4.0,,,,,,,,F3C1EB89-B6AA-49C6-8CE2-0104ADFDE034,sa,2015-10-08 11:12:53.510,sa,2015-10-08 11:12:53.510,,,
6149,8660,Members whose monthly deductible is not met for last month,,,Y,N,5.0,,,,,,,,D481BCB7-D2D0-4441-BC0F-C0A4919390E8,sa,2015-10-08 11:12:53.510,sa,2015-10-08 11:12:53.510,,,
6150,8660,Members created in the last 14 days,,,Y,N,6.0,,,,,,,,A5FC02D8-C47B-413A-929E-34AF42CACA7E,sa,2015-10-08 11:12:53.510,sa,2015-10-08 11:12:53.510,,,
6151,8661,Active Only,,,Y,N,1.0,,,,,,,,F86D8D69-4A2B-4C3D-9FEA-715E142C1EC7,sa,2015-10-08 11:12:53.480,sa,2015-10-08 11:12:53.480,,,
6152,8661,Active and Complete Data Entry,,,Y,N,2.0,,,,,,,,1F835E05-733D-48C2-BD34-F34056E10DBF,sa,2015-10-08 11:12:53.480,sa,2015-10-08 11:12:53.480,,,
6153,8661,Active and InComplete Data Entry,,,Y,N,3.0,,,,,,,,534A372B-B08C-4B4E-B96D-9639ECEC768B,sa,2015-10-08 11:12:53.480,sa,2015-10-08 11:12:53.480,,,
6154,8661,InComplete Data Entry,,,Y,N,4.0,,,,,,,,6546927D-5E38-4264-84B7-07686895D84F,sa,2015-10-08 11:12:53.480,sa,2015-10-08 11:12:53.480,,,
6155,8661,Inactive Only,,,Y,N,5.0,,,,,,,,3BF49313-C793-47F7-BE97-D17CB7D0DEA4,sa,2015-10-08 11:12:53.480,sa,2015-10-08 11:12:53.480,,,
6156,8662,Contracts past due,,,Y,N,1.0,,,,,,,,CE037983-232F-407F-BA9C-2667CAB78352,sa,2015-10-08 11:12:53.483,sa,2015-10-08 11:12:53.483,,,
6157,8662,Current Contracts,,,Y,N,2.0,,,,,,,,B544D40D-05FD-4C90-82D6-BF436358E078,sa,2015-10-08 11:12:53.483,sa,2015-10-08 11:12:53.483,,,
6158,8662,Contracts expiring in 7 days,,,Y,N,3.0,,,,,,,,422B8E26-8B44-42B4-83EC-F6EDDA208110,sa,2015-10-08 11:12:53.483,sa,2015-10-08 11:12:53.483,,,
6159,8662,Contracts expiring in 14 days,,,Y,N,4.0,,,,,,,,D7C762F1-8B4B-4DEF-ADC0-756B8701C52A,sa,2015-10-08 11:12:53.483,sa,2015-10-08 11:12:53.483,,,
6160,8662,Contracts expiring in 30 days,,,Y,N,5.0,,,,,,,,1D3D3FB0-F060-4EBC-8AB0-3EEF6B70239A,sa,2015-10-08 11:12:53.483,sa,2015-10-08 11:12:53.483,,,
6161,8662,Contracts expiring in 60 days,,,Y,N,6.0,,,,,,,,FAC61881-C822-4C5E-849C-33775631FBD1,sa,2015-10-08 11:12:53.483,sa,2015-10-08 11:12:53.483,,,
6162,8662,Contracts expiring in 90 days,,,Y,N,7.0,,,,,,,,FBDF94ED-BA69-4CEF-8F99-71FA97A4320F,sa,2015-10-08 11:12:53.483,sa,2015-10-08 11:12:53.483,,,
6163,8663,Cap limit currently exceeded,,,Y,N,1.0,,,,,,,,BC664A04-F061-4DB4-8F0C-C14B65459891,sa,2015-10-08 11:12:53.483,sa,2015-10-08 11:12:53.483,,,
6164,8663,Cap limit currently 95%,,,Y,N,2.0,,,,,,,,3F6AB365-3EE5-40DE-B8FE-A3F3F074C2C5,sa,2015-10-08 11:12:53.483,sa,2015-10-08 11:12:53.483,,,
6165,8663,Cap limit currently 90%,,,Y,N,3.0,,,,,,,,462E5D99-5873-42FB-B5C0-4E94C526DC6C,sa,2015-10-08 11:12:53.483,sa,2015-10-08 11:12:53.483,,,
6166,8663,Cap limit currently 85%,,,Y,N,4.0,,,,,,,,B3B18ADF-2AEC-4534-A7A8-9D895ED62A58,sa,2015-10-08 11:12:53.483,sa,2015-10-08 11:12:53.483,,,
6167,8663,Cap limit currently 80%,,,Y,N,5.0,,,,,,,,A695D45B-3D49-4C61-A6E9-D1331E576013,sa,2015-10-08 11:12:53.483,sa,2015-10-08 11:12:53.483,,,
6168,8663,Cap limit currently 75%,,,Y,N,6.0,,,,,,,,963BF400-63F7-4364-9949-E4A7C85088B2,sa,2015-10-08 11:12:53.483,sa,2015-10-08 11:12:53.483,,,
6169,8663,No Cap Limit Set,,,Y,N,7.0,,,,,,,,82956F49-5876-4651-8A50-CD20CDAA61FB,sa,2015-10-08 11:12:53.487,sa,2015-10-08 11:12:53.487,,,
6170,8664,Other,,,Y,N,,,,,,,,,8792F74F-D281-4BBF-A38B-38E5DE1E6EC0,shs,2015-03-30 17:00:48.537,shs,2015-03-30 17:00:48.537,,,
6171,8670,Hospital stay > x days....,,,Y,N,1.0,,,,,,,,B581D5E2-17CA-43BC-8065-1153360E8A05,sa,2015-10-08 11:12:53.390,sa,2015-10-08 11:12:53.390,,,
6172,8670,Greater than 5 days,,,Y,N,2.0,,,,,,,,D26156F3-170B-4DB4-8CA9-4EAAB068AEFA,sa,2015-10-08 11:12:53.393,sa,2015-10-08 11:12:53.393,,,
6173,8670,Greater than 10 days,,,Y,N,3.0,,,,,,,,6C77A165-07DA-418D-B5C2-1202819B228A,sa,2015-10-08 11:12:53.400,sa,2015-10-08 11:12:53.400,,,
6174,8670,Greater than 14 days,,,Y,N,4.0,,,,,,,,7B8C9368-EF59-4211-A9CF-83A39120ECE1,sa,2015-10-08 11:12:53.403,sa,2015-10-08 11:12:53.403,,,
6175,8670,Greater than 21 days,,,Y,N,5.0,,,,,,,,37CC5D3A-93CA-4998-BCD0-2D63CAC45CF8,sa,2015-10-08 11:12:53.407,sa,2015-10-08 11:12:53.407,,,
6176,8670,Greater than 30 days,,,Y,N,6.0,,,,,,,,FACFF911-95F5-4819-8A81-375F8A8996FE,sa,2015-10-08 11:12:53.417,sa,2015-10-08 11:12:53.417,,,
6177,8680,Medication,MO,,Y,Y,1.0,,,,,,,,CA7E79B1-A2F5-4944-9CEC-C86E069E80E5,shs,2015-03-30 17:00:56.357,shs,2015-03-30 17:00:56.357,,,
6178,8680,Labs,,,Y,N,1.0,,,,,,,,761C33CC-67F4-440C-AF66-E3C9AFA4B371,shs,2015-03-30 17:03:09.157,shs,2015-03-30 17:03:09.157,,,
6179,8680,Radiology,,,Y,N,1.0,,,,,,,,29070DC3-460D-4BDE-A958-BB8F398E066A,shs,2015-03-30 17:03:09.157,shs,2015-03-30 17:03:09.157,,,
6180,8740,Entry Incomplete,Entry Incomplete,,Y,N,1.0,,,,,,,,2EE52EDE-9FDF-4E4A-9EF6-E71CEAFC500A,sa,2015-10-08 11:12:52.143,sa,2015-10-08 11:12:52.143,,,
6181,8740,Entry Complete,Entry Complete,,Y,N,2.0,,,,,,,,0544ABC0-6A18-40AC-A833-66C2930B8417,sa,2015-10-08 11:12:52.150,sa,2015-10-08 11:12:52.150,,,
6182,8740,Approved,Approved,,Y,N,3.0,,,,,,,,47CA611D-E6E1-472D-8FA0-A565F309A3D2,sa,2015-10-08 11:12:52.153,sa,2015-10-08 11:12:52.153,,,
6183,8740,Denied,Denied,,Y,N,4.0,,,,,,,,FE84508B-9378-4ECD-B023-E26C1F847FE3,sa,2015-10-08 11:12:52.157,sa,2015-10-08 11:12:52.157,,,
6184,8740,Pended,Pended,,Y,N,5.0,,,,,,,,B3D94797-0DB3-4F4A-B450-4FC64B32FDC7,sa,2015-10-08 11:12:52.167,sa,2015-10-08 11:12:52.167,,,
6185,8740,Paid,Paid,,Y,N,6.0,,,,,,,,06775A53-418F-4B98-BD1C-64E18ED14BBB,sa,2015-10-08 11:12:52.170,sa,2015-10-08 11:12:52.170,,,
6186,8740,To be worked,To be worked,,Y,N,7.0,,,,,,,,665D94A4-7666-439A-AA46-5A397FBAF131,sa,2015-10-08 11:12:52.173,sa,2015-10-08 11:12:52.173,,,
6187,8740,Void,Void,,Y,N,8.0,,,,,,,,2BFFC7F1-D2B5-4FD3-AAF5-1F2B8B630FBE,sa,2015-10-08 11:12:52.180,sa,2015-10-08 11:12:52.180,,,
6188,8722,Entry Incomplete,,,Y,N,1.0,,,,,,,,743FC3B7-ED7D-4259-B1C2-BE328705AB1F,sa,2015-10-08 11:12:52.530,sa,2015-10-08 11:12:52.530,,,
6189,8722,Entry Complete,,,Y,N,2.0,,,,,,,,9BA953D3-6C47-40F8-9EFC-8A3975B8F2FB,sa,2015-10-08 11:12:52.533,sa,2015-10-08 11:12:52.533,,,
6190,8722,Approved,,,Y,N,3.0,,,,,,,,E9FEF945-A74F-4799-8EBF-79D9136DE24D,sa,2015-10-08 11:12:52.540,sa,2015-10-08 11:12:52.540,,,
6191,8722,Denied,,,Y,N,4.0,,,,,,,,924ECD5D-CE8B-4C3B-A594-F3A41EC1A864,sa,2015-10-08 11:12:52.543,sa,2015-10-08 11:12:52.543,,,
6192,8722,Partially  Approved,,,Y,N,5.0,,,,,,,,1D4F9351-ED64-4A9B-840B-23B46FDCFBE0,sa,2015-10-08 11:12:52.550,sa,2015-10-08 11:12:52.550,,,
6193,8722,Paid,,,Y,N,6.0,,,,,,,,8EA0CC23-9082-44D5-8892-C86A0291A83D,sa,2015-10-08 11:12:52.553,sa,2015-10-08 11:12:52.553,,,
6194,8722,Pended,,,Y,N,7.0,,,,,,,,F8C33FA7-CD97-4599-8586-AE57CD67EAFB,sa,2015-10-08 11:12:52.560,sa,2015-10-08 11:12:52.560,,,
6195,8722,Void,,,Y,N,8.0,,,,,,,,2743FE48-E239-425B-90AB-BD39E85FB4D3,sa,2015-10-08 11:12:52.567,sa,2015-10-08 11:12:52.567,,,
6196,8722,To be Adjudicated,,,Y,N,9.0,,,,,,,,6AEA82B6-E674-46B9-9C1F-042D71DF0563,sa,2015-10-08 11:12:52.570,sa,2015-10-08 11:12:52.570,,,
6197,8722,To be Paid,,,Y,N,10.0,,,,,,,,13787266-795F-47FC-ABAA-71646299E01E,sa,2015-10-08 11:12:52.580,sa,2015-10-08 11:12:52.580,,,
6198,8722,Approved and Partially Approved,,,Y,N,11.0,,,,,,,,48A750DE-CA6C-44FC-8BEC-85C9EE95D9DA,sa,2015-10-08 11:12:52.597,sa,2015-10-08 11:12:52.597,,,
6199,8722,Denied and Partially Approved,,,Y,N,12.0,,,,,,,,2C6E193B-70FC-47A4-B4CD-AB4DEFB72026,sa,2015-10-08 11:12:52.600,sa,2015-10-08 11:12:52.600,,,
6200,8722,To Readjudicate,,,Y,N,13.0,,,,,,,,050A2FB4-75B6-4D58-BBA6-C163F9FE486A,sa,2015-10-08 11:12:52.607,sa,2015-10-08 11:12:52.607,,,
6201,8722,Do Not Adjudicate,,,Y,N,14.0,,,,,,,,2B0630B9-BDAB-4975-80BD-A1BD79CC72C8,sa,2015-10-08 11:12:52.613,sa,2015-10-08 11:12:52.613,,,
6202,8722,To be Worked,,,Y,N,15.0,,,,,,,,E8E7C678-BDDD-4993-BB22-3686B62FB300,sa,2015-10-08 11:12:52.617,sa,2015-10-08 11:12:52.617,,,
6203,8722,Payment Overdue,,,Y,N,16.0,,,,,,,,38246BCF-5837-421B-B239-639756B7977F,sa,2015-10-08 11:12:52.623,sa,2015-10-08 11:12:52.623,,,
6204,8722,Denial Letter Not Sent,,,Y,N,17.0,,,,,,,,8283C1C0-4497-42E4-B877-3C2D1BE0F1E6,sa,2015-10-08 11:12:52.630,sa,2015-10-08 11:12:52.630,,,
6205,8724,Claims Pended > 30 days,,,Y,N,1.0,,,,,,,,705D4296-0AF3-43DC-98AD-41D366F6DE8C,sa,2015-10-08 11:12:52.637,sa,2015-10-08 11:12:52.637,,,
6206,8724,Claims Pended > 60 days,,,Y,N,2.0,,,,,,,,643AEE18-3502-4DE3-8438-6A5A116A0C34,sa,2015-10-08 11:12:52.640,sa,2015-10-08 11:12:52.640,,,
6207,8724,Show Credit Balances Only,,,Y,N,3.0,,,,,,,,944F22FE-17DB-4FF1-BAB4-95717D90061D,sa,2015-10-08 11:12:52.647,sa,2015-10-08 11:12:52.647,,,
6211,8697,Measure 1 2016,,,Y,N,1.0,,,,,,,,E776B2A4-F9D4-4111-A7AA-022CB0126EC2,shs,2015-03-30 17:03:09.160,shs,2015-03-30 17:03:09.160,,,
6212,8697,Measure 2,,,Y,N,1.0,,,,,,,,802AC65F-4149-4E12-9BA3-F96E1A91F6B4,shs,2015-03-30 17:03:09.160,shs,2015-03-30 17:03:09.160,,,
6213,8700,Measure 1,,,Y,N,1.0,,,,,,,,56F5AC47-1512-4AE1-A137-274FA4B6449C,shs,2015-03-30 17:03:16.750,shs,2015-03-30 17:03:16.750,,,
6214,8700,Measure 2,,,Y,N,1.0,,,,,,,,B2F62ADF-284A-4DF4-8BF0-1C6244EE0760,shs,2015-03-30 17:03:16.750,shs,2015-03-30 17:03:16.750,,,
6216,8993,Invalid Billing Code,,,Y,N,1.0,,,,,,,,44C023CB-CA1F-4205-B0E0-DCA1D59F68D9,sa,2015-12-30 13:09:01.690,sa,2015-12-30 13:09:01.690,,,
6217,8993,No contract exists for claimed date of service,,,Y,N,2.0,,,,,,,,64631D63-FF0A-4B32-BD52-FAC0B5C6C155,sa,2015-12-30 13:09:01.697,sa,2015-12-30 13:09:01.697,,,
6218,8993,Claim was received after the period mentioned in the Contract,,,Y,N,3.0,,,,,,,,7ADD140C-EC0B-41E2-BD84-718CB8A05C5C,sa,2015-12-30 13:09:01.700,sa,2015-12-30 13:09:01.700,,,
6219,8993,Billing code is not in the Contract,,,Y,N,4.0,,,,,,,,DA9BB808-81C3-4E22-B761-A27EB72D19C1,sa,2015-12-30 13:09:01.703,sa,2015-12-30 13:09:01.703,,,
6220,8993,Contracted rate is less than the claimed amount,,,Y,N,5.0,,,,,,,,2897FDCC-6D81-4842-8589-1AC20E69B6B1,sa,2015-12-30 13:09:01.707,sa,2015-12-30 13:09:01.707,,,
6221,8993,Billing code requires Authorization but one does not exist,,,Y,N,6.0,,,,,,,,1E46BA7C-F055-462E-9E57-963C2F015BB3,sa,2015-12-30 13:09:01.710,sa,2015-12-30 13:09:01.710,,,
6222,8993,All authorized units have already been used,,,Y,N,7.0,,,,,,,,A27B30E4-EF18-486C-8B59-E1CF7981C722,sa,2015-12-30 13:09:01.713,sa,2015-12-30 13:09:01.713,,,
6223,8993,Claim line exceeds units remaining on Authorization,,,Y,N,8.0,,,,,,,,BC868F8E-A222-405F-B86B-48311D24EA30,sa,2015-12-30 13:09:01.720,sa,2015-12-30 13:09:01.720,,,
6224,8993,Rendering Provider is required for this service,,,Y,N,9.0,,,,,,,,5BC8B889-EC9B-47AD-B52E-9C810930DBF2,sa,2015-12-30 13:09:01.720,sa,2015-12-30 13:09:01.720,,,
6225,8993,Specified Rendering Provider is not associated with the Contract,,,Y,N,10.0,,,,,,,,59EF4F60-BFAA-4938-8F30-18B0FEAD61AA,sa,2015-12-30 13:09:01.727,sa,2015-12-30 13:09:01.727,,,
6226,8993,Specified Rendering Provider is not associated with the Provider,,,Y,N,11.0,,,,,,,,93A35643-6497-4455-8745-DA109BEFCB76,sa,2015-12-30 13:09:01.730,sa,2015-12-30 13:09:01.730,,,
6227,8993,Rendering Provider is not Credentialed,,,Y,N,12.0,,,,,,,,787299EF-AA4B-4DCF-82BA-AACBD76ABDD4,sa,2015-12-30 13:09:01.730,sa,2015-12-30 13:09:01.730,,,
6228,8993,Billing Code Unit Frequency exceeds Contract Rules,,,Y,N,13.0,,,,,,,,F39AD71B-B391-4DDF-B34E-2FB1B711B269,sa,2015-12-30 13:09:01.737,sa,2015-12-30 13:09:01.737,,,
6229,8993,Contract Billing Code amount cap has been reached,,,Y,N,14.0,,,,,,,,5B436BFB-3C31-4EC2-B1F3-1A28CE5129FB,sa,2015-12-30 13:09:01.740,sa,2015-12-30 13:09:01.740,,,
6230,8993,Claimed amount exceeds remaining Contact Billing Code amount cap,,,Y,N,15.0,,,,,,,,30BF1E18-867B-4BA0-895E-6510924212A4,sa,2015-12-30 13:09:01.743,sa,2015-12-30 13:09:01.743,,,
6231,8993,Contract amount cap has been reached,,,Y,N,16.0,,,,,,,,319E2CF3-0A1F-4BDA-B3E0-779583A75587,sa,2015-12-30 13:09:01.747,sa,2015-12-30 13:09:01.747,,,
6232,8993,Claimed amount exceeds remaining Contact amount cap,,,Y,N,17.0,,,,,,,,18815FB9-D60B-44CE-9F41-A749A0EAFB91,sa,2015-12-30 13:09:01.750,sa,2015-12-30 13:09:01.750,,,
6233,8993,Claim includes discharge day,,,Y,N,18.0,,,,,,,,C118260A-4F70-43D3-9B50-7862062BEF16,sa,2015-12-30 13:09:01.753,sa,2015-12-30 13:09:01.753,,,
6234,8993,Billing Code rate in contract is less than claimed amount,,,Y,N,19.0,,,,,,,,24D43EA1-4482-47F3-83D7-5F5A9D80C5DF,sa,2015-12-30 13:09:01.757,sa,2015-12-30 13:09:01.757,,,
6235,8993,Member is not eligible for any Plan,,,Y,N,20.0,,,,,,,,B7739C1D-4595-4A6D-B75F-E7F131EECEDD,sa,2015-12-30 13:09:01.760,sa,2015-12-30 13:09:01.760,,,
6236,8993,No rate can be found for this claim line,,,Y,N,21.0,,,,,,,,40E2C117-245C-4E0A-87B8-C42D6A1758FA,sa,2015-12-30 13:09:01.763,sa,2015-12-30 13:09:01.763,,,
6237,8993,Same Claim Line Exists,,,Y,N,22.0,,,,,,,,24A99600-B29C-4F20-B110-4E39BB9DC33B,sa,2015-12-30 13:09:01.767,sa,2015-12-30 13:09:01.767,,,
6238,8993,Invalid diagnosis code,,,Y,N,23.0,,,,,,,,B3C698C5-BD5E-4723-B067-4734328676BC,sa,2015-12-30 13:09:01.770,sa,2015-12-30 13:09:01.770,,,
6239,8993,Authorization cannot be found for some date(s) of service,,,Y,N,24.0,,,,,,,,4E37DCB1-AFAC-4D40-B61A-05763910E921,sa,2015-12-30 13:09:01.780,sa,2015-12-30 13:09:01.780,,,
6240,8993,Diagnosis not entered on claim,,,Y,N,25.0,,,,,,,,17A20746-D119-4D4F-85E9-8D1BF705EC27,sa,2015-12-30 13:09:01.783,sa,2015-12-30 13:09:01.783,,,
6241,8993,Invalid date(s) of service or number of units,,,Y,N,26.0,,,,,,,,973D2384-407E-4B6E-981D-69741EF03767,sa,2015-12-30 13:09:01.787,sa,2015-12-30 13:09:01.787,,,
6242,8993,Plan copayment,,,Y,N,27.0,,,,,,,,9010571E-F18B-4713-90A5-9FFE26B925EA,sa,2015-12-30 13:09:01.790,sa,2015-12-30 13:09:01.790,,,
6243,8993,Provider Not Credentialed,,,Y,N,28.0,,,,,,,,6B516B17-A727-459C-BDB7-089144DCDEE9,sa,2015-12-30 13:09:01.793,sa,2015-12-30 13:09:01.793,,,
6244,8993,Billing code not associated with the Member's Plan,,,Y,N,29.0,,,,,,,,81EC2D76-CB7B-454D-BB2F-47051AFA8138,sa,2015-12-30 13:09:01.797,sa,2015-12-30 13:09:01.797,,,
6245,8993,Spenddown not met for period covering date of service,,,Y,N,30.0,,,,,,,,D99B297A-1C56-443F-B3A9-255116EE212B,sa,2015-12-30 13:09:01.800,sa,2015-12-30 13:09:01.800,,,
6246,8993,Dates of service  not fully covered,,,Y,N,31.0,,,,,,,,59D5704C-8425-48D7-8BEF-B78EDAF51DBA,sa,2015-12-30 13:09:01.803,sa,2015-12-30 13:09:01.803,,,
6247,8993,Waiting for Third Party EOB,,,Y,N,32.0,,,,,,,,385E3FA8-E795-497A-A2AD-42C31216FDEE,sa,2015-12-30 13:09:01.807,sa,2015-12-30 13:09:01.807,,,
6248,8993,Associated plan is pending,,,Y,N,33.0,,,,,,,,83AE4E58-CE01-40A4-B896-3DBDCCBDBE91,sa,2015-12-30 13:09:01.810,sa,2015-12-30 13:09:01.810,,,
6249,8993,More than one rate was found for this claim line,,,Y,N,34.0,,,,,,,,9B805798-C7B3-4180-BCC2-D858F21F6041,sa,2015-12-30 13:09:01.813,sa,2015-12-30 13:09:01.813,,,
6250,8993,The date of service occurred before the date the monthly deductible was met,,,Y,N,35.0,,,,,,,,0CB6D028-D0CC-42D6-96E8-D9456806C97A,sa,2015-12-30 13:09:01.817,sa,2015-12-30 13:09:01.817,,,
6251,8993,Claim line has to be approved manually after Third Party EOB received,,,Y,N,36.0,,,,,,,,FECE55EB-FF65-4BEC-866A-67C94CC6EF1D,sa,2015-12-30 13:09:01.820,sa,2015-12-30 13:09:01.820,,,
6252,8993,Multiple rates for claim date span,,,Y,N,37.0,,,,,,,,A5B2F28F-632F-4BBE-9365-BA229612EB34,sa,2015-12-30 13:09:01.823,sa,2015-12-30 13:09:01.823,,,
6253,8993,Authorization for this claim is pended,,,Y,N,38.0,,,,,,,,5A55A890-CBF8-4AFA-88C3-E1B9FE7EB980,sa,2015-12-30 13:09:01.830,sa,2015-12-30 13:09:01.830,,,
6261,8697,Measure 1 2017,,,Y,N,2.0,,,,,,,,C0C06AF0-7826-4506-B3EC-D5515A142BEC,SCNET\jthippeswamy,2017-06-05 03:27:45.213,SCNET\jthippeswamy,2017-06-05 03:27:45.213,,,
6265,8740,Partially Approved,Partially Approved,,Y,N,8.0,,,,,,,,F6DDFA26-8780-48EE-A0FD-2097912111BA,SCNET\jthippeswamy,2017-09-30 04:41:10.980,SCNET\jthippeswamy,2017-09-30 04:41:10.980,,,
6266,8683,Measure1,,,Y,N,1.0,,,,,,,,2AB8797F-744E-4CD4-8A7B-479223504B2E,SCNET\jthippeswamy,2018-08-02 12:57:13.220,SCNET\jthippeswamy,2018-08-02 12:57:13.220,,,
6267,8683,Measure2,,,Y,N,2.0,,,,,,,,1FFE5376-3F6D-4BB0-8CC9-04CA2FF2118D,SCNET\jthippeswamy,2018-08-02 12:57:13.220,SCNET\jthippeswamy,2018-08-02 12:57:13.220,,,
6271,8722,Claim Line Under Review,ClaimLineUnderReview,,Y,Y,18.0,,,,,,,,FD72CA43-C39C-4341-87EA-6B81B1D65246,SCNET\jthippeswamy,2019-02-26 19:11:40.757,SCNET\jthippeswamy,2019-02-26 19:11:40.757,,,
6272,8722,Final Status,FinalStatus,,Y,Y,19.0,,,,,,,,5D24B615-91CC-4A0A-BFF3-8812FB1AD9FA,SCNET\jthippeswamy,2019-02-26 19:11:40.763,SCNET\jthippeswamy,2019-02-26 19:11:40.763,,,
6281,9482,Measure1,,,Y,N,1.0,,,,,,,,EE6F9BAB-CD8D-4C15-8518-FADE5475505D,SCNET\ssaibabu,2020-09-22 16:35:29.500,SCNET\ssaibabu,2020-09-22 16:35:29.500,,,
6282,6255,Show All Charges,Show All Charges,,Y,Y,16.0,,,,,,,,6EBD5006-735B-4018-A958-42EB2DD33F3A,Feature#366627,2025-05-19 00:02:37.170,Feature#366627,2025-05-19 00:02:37.170,,,
10392,12534,Customer Service Issue,,,Y,N,10.0,,,,,,,,AE77CBE9-75D0-4D26-B852-91E8310E01CA,shcqa,2011-10-06 12:33:07.123,shcqa,2011-10-06 12:33:07.123,,,
10393,12534,Treatment Did Not Member's Expectations,,,Y,N,21.0,,,,,,,,F3CDC8D1-D4D0-42B5-8CBC-09C9A5654422,shcqa,2011-10-06 12:33:07.150,shcqa,2011-10-06 12:33:07.150,,,
10394,12534,Unhappy a Service Occured,,,Y,N,23.0,,,,,,,,DE605C5E-FFDF-41C3-8F1C-0219939AE4F9,shcqa,2011-10-06 12:33:07.167,shcqa,2011-10-06 12:33:07.167,,,
10395,12534,Request Change In DD Caseworker,,,Y,N,11.0,,,,,,,,F5BA8738-B64D-4C5C-BB8B-BE889934F726,shcqa,2011-10-06 12:33:07.183,shcqa,2011-10-06 12:33:07.183,,,
10396,12534,Request Change In SMI Caseworker,,,Y,N,13.0,,,,,,,,70168AA5-DBE1-422B-B7D2-1C737E1F73A2,shcqa,2011-10-06 12:33:07.200,shcqa,2011-10-06 12:33:07.200,,,
10397,12534,Request Change In Home Based Caseworker,,,Y,N,12.0,,,,,,,,8771E243-D162-4C4D-903D-7BF5F5E2540C,shcqa,2011-10-06 12:33:07.213,shcqa,2011-10-06 12:33:07.213,,,
10398,12534,Request Change of Therapist,,,Y,N,16.0,,,,,,,,03E6F46C-FD20-41A8-8495-1783E056846A,shcqa,2011-10-06 12:33:07.247,shcqa,2011-10-06 12:33:07.247,,,
10399,12534,Request Change of Doctor,,,Y,N,14.0,,,,,,,,D8C25DCE-B377-40AF-A2D5-DC209E9B8CF9,shcqa,2011-10-06 12:33:07.260,shcqa,2011-10-06 12:33:07.260,,,
10400,12534,Request Change of Nurse,,,Y,N,15.0,,,,,,,,C72289C2-C79E-4F8E-AE05-F7691F6BDB28,shcqa,2011-10-06 12:33:07.277,shcqa,2011-10-06 12:33:07.277,,,
10401,12534,Conflict With DD Caseworker,,,Y,N,4.0,,,,,,,,584709A0-B27C-4944-A4F8-0880E6DF2DF0,shcqa,2011-10-06 12:33:07.290,shcqa,2011-10-06 12:33:07.290,,,
10402,12534,Conflict With SMI Caseworker,,,Y,N,8.0,,,,,,,,1DF582B6-E203-46EC-8757-531F6C8AC29A,shcqa,2011-10-06 12:33:07.307,shcqa,2011-10-06 12:33:07.307,,,
10403,12534,Conflict With Home Based Caseworker,,,Y,N,6.0,,,,,,,,426BB617-7822-4962-9D12-706DB7D96876,shcqa,2011-10-06 12:33:07.323,shcqa,2011-10-06 12:33:07.323,,,
10404,12534,Conflict With Therapist,,,Y,N,9.0,,,,,,,,C1A40EED-8AB0-443A-87F6-3755106A23C5,shcqa,2011-10-06 12:33:07.340,shcqa,2011-10-06 12:33:07.340,,,
10405,12534,Conflict With Doctor,,,Y,N,5.0,,,,,,,,B2507B1F-94DE-47E6-A4F5-42FE581D7080,shcqa,2011-10-06 12:33:07.353,shcqa,2011-10-06 12:33:07.353,,,
10406,12534,Conflict With Nurse,,,Y,N,7.0,,,,,,,,B82DBC32-0E2B-4D06-B51B-4EF14981C1D4,shcqa,2011-10-06 12:33:07.370,shcqa,2011-10-06 12:33:07.370,,,
10407,12534,Unhappy With Choice Of Providers,,,Y,N,24.0,,,,,,,,94ECD3B2-9F5C-4B0B-8C32-2F7D0CDC9DCF,shcqa,2011-10-06 12:33:07.387,shcqa,2011-10-06 12:33:07.387,,,
10408,12534,Unhappy a Service is Not Covered By Medicaid,,,Y,N,22.0,,,,,,,,4DA12213-C29A-4B65-BCE8-6845C4DA9EBA,shcqa,2011-10-06 12:33:07.400,shcqa,2011-10-06 12:33:07.400,,,
10409,12534,Transportation-Late Missed Appt. Not Seen,,,Y,N,18.0,,,,,,,,111C8169-48B9-4D18-BDDD-05BE84A18B1D,shcqa,2011-10-06 12:33:07.417,shcqa,2011-10-06 12:33:07.417,,,
10410,12534,Transportation-Late But Was Seen,,,Y,N,17.0,,,,,,,,D537B2CC-9B12-4DE2-8EDB-F41D761CA2FC,shcqa,2011-10-06 12:33:07.433,shcqa,2011-10-06 12:33:07.433,,,
10411,12534,Transportation-Reckless Driving,,,Y,N,20.0,,,,,,,,77607AF2-71E0-44CD-A6EF-AF08744E8EAB,shcqa,2011-10-06 12:33:07.447,shcqa,2011-10-06 12:33:07.447,,,
10412,12534,Transportation-Not Courteous,,,Y,N,19.0,,,,,,,,7152CEDC-A3BE-4645-AB2E-F812AFDEEB3D,shcqa,2011-10-06 12:33:07.463,shcqa,2011-10-06 12:33:07.463,,,
10413,12534,Appointment Availability,,,Y,N,3.0,,,,,,,,CF5B7562-F47E-4052-8111-A7426D77009B,shcqa,2011-10-06 12:33:07.480,shcqa,2011-10-06 12:33:07.480,,,
