GlobalCodeId,Category,CodeName,Code,Description,Active,CannotModifyNameOrDelete,SortOrder,ExternalCode1,ExternalSource1,ExternalCode2,ExternalSource2,Color
44822,XPLACEMENTRESI      ,State Facility,,Woods - Customizations #809,Y,N,13.0,,,,,
44823,XPLACEMENTRESI      ,Developmental Center,,Woods - Customizations #809,Y,N,14.0,,,,,
44824,XPLACEMENTRESI      ,Other Brain Injury Facility,,Woods - Customizations #809,Y,N,15.0,,,,,
44825,XPLACEMENTRESI      ,None,,Woods - Customizations #809,Y,N,16.0,,,,,
44826,XPLACEMENTRESI      ,Other,,Woods - Customizations #809,Y,N,17.0,,,,,
44827,XRELATIONTOCLIENT   ,Attorney,,Woods - Customizations #809,Y,N,1.0,,,,,
44828,XRELATIONTOCLIENT   ,Aunt,,Woods - Customizations #809,Y,N,2.0,,,,,
44829,XRELATIONTOCLIENT   ,Brother–in-Law,,Woods - Customizations #809,Y,N,3.0,,,,,
44830,XRELATIONTOCLIENT   ,Brother,,Woods - Customizations #809,Y,N,4.0,,,,,
44831,XRELATIONTOCLIENT   ,Court,,Woods - Customizations #809,Y,N,5.0,,,,,
44832,XRELATIONTOCLIENT   ,Daughter,,Woods - Customizations #809,Y,N,6.0,,,,,
44833,XRELATIONTOCLIENT   ,Family Member,,Woods - Customizations #809,Y,N,7.0,,,,,
44834,XRELATIONTOCLIENT   ,Father,,Woods - Customizations #809,Y,N,8.0,,,,,
44835,XRELATIONTOCLIENT   ,Foster Parent,,Woods - Customizations #809,Y,N,9.0,,,,,
44836,XRELATIONTOCLIENT   ,Friend,,Woods - Customizations #809,Y,N,10.0,,,,,
44837,XRELATIONTOCLIENT   ,Grandfather,,Woods - Customizations #809,Y,N,11.0,,,,,
44838,XRELATIONTOCLIENT   ,Grandmother,,Woods - Customizations #809,Y,N,12.0,,,,,
44839,XRELATIONTOCLIENT   ,Guardian,,Woods - Customizations #809,Y,N,13.0,,,,,
44840,XRELATIONTOCLIENT   ,Home Manager,,Woods - Customizations #809,Y,N,14.0,,,,,
44841,XRELATIONTOCLIENT   ,Hospital,,Woods - Customizations #809,Y,N,15.0,,,,,
44842,XRELATIONTOCLIENT   ,Husband,,Woods - Customizations #809,Y,N,16.0,,,,,
44843,XRELATIONTOCLIENT   ,Insurance,,Woods - Customizations #809,Y,N,17.0,,,,,
44844,XRELATIONTOCLIENT   ,Mother,,Woods - Customizations #809,Y,N,18.0,,,,,
44845,XRELATIONTOCLIENT   ,Mother-in-Law,,Woods - Customizations #809,Y,N,19.0,,,,,
44846,XRELATIONTOCLIENT   ,Neighbor,,Woods - Customizations #809,Y,N,20.0,,,,,
44847,XRELATIONTOCLIENT   ,Nephew,,Woods - Customizations #809,Y,N,21.0,,,,,
44848,XRELATIONTOCLIENT   ,Niece,,Woods - Customizations #809,Y,N,22.0,,,,,
44849,XRELATIONTOCLIENT   ,Other,,Woods - Customizations #809,Y,N,23.0,,,,,
44850,XRELATIONTOCLIENT   ,Power of Attorney,,Woods - Customizations #809,Y,N,24.0,,,,,
44851,XRELATIONTOCLIENT   ,Primary Care MD,,Woods - Customizations #809,Y,N,25.0,,,,,
44852,XRELATIONTOCLIENT   ,Probation Officer,,Woods - Customizations #809,Y,N,26.0,,,,,
44853,XRELATIONTOCLIENT   ,School,,Woods - Customizations #809,Y,N,27.0,,,,,
44854,XRELATIONTOCLIENT   ,Sister,,Woods - Customizations #809,Y,N,28.0,,,,,
44855,XRELATIONTOCLIENT   ,Sister-in-Law,,Woods - Customizations #809,Y,N,29.0,,,,,
44856,XRELATIONTOCLIENT   ,Son,,Woods - Customizations #809,Y,N,30.0,,,,,
44857,XSERVICEREQUEST     ,Education,,Woods - Customizations #809,Y,N,1.0,,,,,
44858,XSERVICEREQUEST     ,Day,,Woods - Customizations #809,Y,N,2.0,,,,,
44859,XSERVICEREQUEST     ,Vocational,,Woods - Customizations #809,Y,N,3.0,,,,,
44860,XSERVICEREQUEST     ,Residential,,Woods - Customizations #809,Y,N,4.0,,,,,
44861,XSERVICEREQUEST     ,In Home,,Woods - Customizations #809,Y,N,5.0,,,,,
44862,XSERVICEREQUEST     ,Outpatient Therapy,,Woods - Customizations #809,Y,N,6.0,,,,,
44863,XSERVICEREQUEST     ,Residential Treatment Facility,,Woods - Customizations #809,Y,N,7.0,,,,,
44864,XINQDISPOSITION     ,Active,,Woods - Customizations #809,Y,N,1.0,,,,,
44865,XINQDISPOSITION     ,Pending,,Woods - Customizations #809,Y,N,2.0,,,,,
44866,XINQDISPOSITION     ,Rejected,,Woods - Customizations #809,Y,N,3.0,,,,,
44867,XINQDISPOSITION     ,Closed,,Woods - Customizations #809,Y,N,4.0,,,,,
44868,XINQDISPOSITION     ,Admitted,,Woods - Customizations #809,Y,N,5.0,,,,,
44869,XRESIDENCETYPE      ,Residence Type1,,,Y,N,,,,,,
44870,XRESIDENCETYPE      ,Residence Type2,,,Y,N,,,,,,
44871,XSECODARYLANGUAGE   ,None,None,,Y,N,,,,,,
44872,XCOMMMETHOD         ,Verbal,,,Y,N,,,,,,
44873,XCOMMMETHOD         ,Sign language,,,Y,N,,,,,,
44874,XCOMMMETHOD         ,Written,,,Y,N,,,,,,
44875,XCOMMMETHOD         ,Augmentative Devices,,,Y,N,,,,,,
44876,XINTERPRETERNEEDED  ,Yes,,,Y,N,,,,,,
44877,XINTERPRETERNEEDED  ,No,,,Y,N,,,,,,
44878,XINTERPRETERNEEDED  ,American sign language,,,Y,N,,,,,,
44879,XINTERPRETERNEEDED  ,Foreign language,,,Y,N,,,,,,
44880,XINTERPRETERNEEDED  ,"Unknown, declined to answer",,,Y,N,,,,,,
44881,XPATIENTTYPE        ,Test A,,,Y,N,,,,,,
44882,XPATIENTTYPE        ,Test B,,,Y,N,,,,,,
44883,XEDUCATIONALSTATUS  ,Currently: Regular Education,,,Y,N,,,,,,
44884,XEDUCATIONALSTATUS  ,Currently: Special Education,,,Y,N,,,,,,
44885,XEDUCATIONALSTATUS  ,Alt Education (HS Degree),,,Y,N,,,,,,
44886,XEDUCATIONALSTATUS  ,Continuing Education,,,Y,N,,,,,,
44887,XEDUCATIONALSTATUS  ,Vocational Training,,,Y,N,,,,,,
44888,XEDUCATIONALSTATUS  ,Not Currently Enrolled,,,Y,N,,,,,,
44889,XJUSTICESYSTEMINVOLV,Not applicable,,,Y,N,,,,,,
44890,XJUSTICESYSTEMINVOLV,Arrested,,,Y,N,,,,,,
44891,XJUSTICESYSTEMINVOLV,Charged with a crime,,,Y,N,,,,,,
44892,XJUSTICESYSTEMINVOLV,Incarcerated – Jail,,,Y,N,,,,,,
44893,XJUSTICESYSTEMINVOLV,Incarcerated – Prison,,,Y,N,,,,,,
44894,XJUSTICESYSTEMINVOLV,Juvenile Detention center,,,Y,N,,,,,,
44895,XJUSTICESYSTEMINVOLV,Detained – Jail,,,Y,N,,,,,,
44896,XJUSTICESYSTEMINVOLV,Mental Health Court,,,Y,N,,,,,,
44897,XJUSTICESYSTEMINVOLV,Other,,,Y,N,,,,,,
44898,XJUSTICESYSTEMINVOLV,"Unknown, decline to answer",,,Y,N,,,,,,
44907,XFORENSICTREATMENT  ,Not applicable,,,Y,N,,,,,,
44908,XFORENSICTREATMENT  ,Department of corrections client,,,Y,N,,,,,,
44909,XFORENSICTREATMENT  ,Unable to stand trial,,,Y,N,,,,,,
44910,XFORENSICTREATMENT  ,Unable to stand trial – extended Term,,,Y,N,,,,,,
44911,XFORENSICTREATMENT  ,Unable to stand trial – G2,,,Y,N,,,,,,
44912,XFORENSICTREATMENT  ,Not guilty by reason of insanity,,,Y,N,,,,,,
44913,XFORENSICTREATMENT  ,Civil Court ordered – treatment,,,Y,N,,,,,,
44914,XFORENSICTREATMENT  ,Criminal court – ordered treatment,,,Y,N,,,,,,
44915,XFORENSICTREATMENT  ,Court- ordered evaluation/assessment only,,,Y,N,,,,,,
44916,XFORENSICTREATMENT  ,"Unknown, declined to answer",,,Y,N,,,,,,
44917,XADVANCEDIRECTIVE   ,Yes,,,Y,N,1.0,,,,,
44918,XADVANCEDIRECTIVE   ,No,,,Y,N,2.0,,,,,
44919,XSCREENFORMISA      ,Yes,,,Y,N,,,,,,
44920,XSCREENFORMISA      ,No,,,Y,N,,,,,,
44921,XSSISSDISTATUS      ,Not applicable,,,Y,N,,,,,,
44922,XSSISSDISTATUS      ,"Eligible, receiving payments",,,Y,N,,,,,,
44923,XSSISSDISTATUS      ,"Eligible, not receiving payments",,,Y,N,,,,,,
44924,XSSISSDISTATUS      ,Eligibility determination pending,,,Y,N,,,,,,
44925,XSSISSDISTATUS      ,"Potentially eligible, has not applied",,,Y,N,,,,,,
44926,XSSISSDISTATUS      ,Determined to be ineligible,,,Y,N,,,,,,
44927,XSSISSDISTATUS      ,Eligibility status unknown,,,Y,N,,,,,,
44967,XREGISTRATIONFORM   ,Advanced Healthcare Directive Brochure,AHDB,,Y,Y,1.0,,,,,
44968,XREGISTRATIONFORM   ,Client Fee Agreement,CFA,,Y,Y,2.0,,,,,
44969,XREGISTRATIONFORM   ,Consent to Treatment,CT,,Y,Y,3.0,,,,,
44970,XREGISTRATIONFORM   ,Client Rights and Responsibilities,CRR,,Y,Y,4.0,,,,,
44971,XREGISTRATIONFORM   ,Medicaid Handbook,MH,,Y,Y,5.0,,,,,
44972,XREGISTRATIONFORM   ,Privacy Notice,PN,,Y,Y,6.0,,,,,
45015,XCRIMINOGENICLEVEL  ,Low Risk,,,Y,N,1.0,,,,,
45016,XCRIMINOGENICLEVEL  ,Moderate Risk,,,Y,N,2.0,,,,,
45017,XCRIMINOGENICLEVEL  ,High Risk,,,Y,N,3.0,,,,,
45018,XCRIMINOGENICLEVEL  ,Not Collected,,,Y,N,4.0,,,,,
45960,ADJUSTMENTCODE      ,CO-1 Deductible Amount,,,Y,N,,1,11127118.0,CO,,
45961,ADJUSTMENTCODE      ,CO-2 Coinsurance Amount,,,Y,N,,2,11127118.0,CO,,
45962,ADJUSTMENTCODE      ,CO-3 Co-payment Amount,,,Y,N,,3,11127118.0,CO,,
45963,ADJUSTMENTCODE      ,CO-4 The procedure code is inconsistent with the modifier used or a required modifier is missing.,,,Y,N,,4,11127118.0,CO,,
45964,ADJUSTMENTCODE      ,CO-5 The procedure code/bill type is inconsistent with the place of service.,,,Y,N,,5,11127118.0,CO,,
45965,ADJUSTMENTCODE      ,CO-6 Short-Doyle denied the service because it was provided in an IMD and the beneficiary was between 22 and 65 years old,,,Y,N,,6,11127118.0,CO,,
45966,ADJUSTMENTCODE      ,CO-The procedure/revenue code is inconsistent with the patient's gender.,,,N,N,,7,11127118.0,CO,,
45967,ADJUSTMENTCODE      ,CO-The procedure code is inconsistent with the provider type/specialty (taxonomy). ,,,N,N,,8,11127118.0,CO,,
45968,ADJUSTMENTCODE      ,CO-The diagnosis is inconsistent with the patient's age. ,,,N,N,,9,11127118.0,CO,,
45969,ADJUSTMENTCODE      ,CO-The diagnosis is inconsistent with the patient's gender.,,,N,N,,10,11127118.0,CO,,
45970,ADJUSTMENTCODE      ,CO-The diagnosis is inconsistent with the procedure. ,,,N,N,,11,11127118.0,CO,,
45971,ADJUSTMENTCODE      ,CO-The diagnosis is inconsistent with the provider type. ,,,N,N,,12,11127118.0,CO,,
45972,ADJUSTMENTCODE      ,CO-13 The date of service occurred after the beneficiary's date of death,,,Y,N,,13,11127118.0,CO,,
45973,ADJUSTMENTCODE      ,CO-14 The date of birth follows the date of service.,,,Y,N,,14,11127118.0,CO,,
45974,ADJUSTMENTCODE      ,"CO-15 The authorization number is missing, invalid, or does not apply to the billed services or provider.",,,N,N,,15,11127118.0,CO,,
45975,ADJUSTMENTCODE      ,CO-16 Claim/service lacks information which is needed for adjudication.,,,Y,N,,16,11127118.0,CO,,
45976,ADJUSTMENTCODE      ,CO-17 Requested information was not provided or was insufficient/incomplete.,,,N,N,,17,11127118.0,CO,,
45977,ADJUSTMENTCODE      ,CO-18 Duplicate claim/service.,,,Y,N,,18,11127118.0,CO,,
45978,ADJUSTMENTCODE      ,CO-This is a work-related injury/illness and thus the liability of the Worker's Compensation Carrier.,,,N,N,,19,11127118.0,CO,,
45979,ADJUSTMENTCODE      ,CO-This injury/illness is covered by the liability carrier.,,,N,N,,20,11127118.0,CO,,
45980,ADJUSTMENTCODE      ,CO-This injury/illness is the liability of the no-fault carrier.,,,N,N,,21,11127118.0,CO,,
45981,ADJUSTMENTCODE      ,CO-22 This care may be covered by another payer per coordination of benefits.,,,Y,N,,22,11127118.0,CO,,
45982,ADJUSTMENTCODE      ,CO-23 The impact of prior payer(s) adjudication including payments and/or adjustments. (Use only with Group Code OA),,,Y,N,,23,11127118.0,CO,,
45983,ADJUSTMENTCODE      ,CO-24 Charges are covered under a capitation agreement/managed care plan.,,,Y,N,,24,11127118.0,CO,,
45984,ADJUSTMENTCODE      ,CO-Payment denied. Your Stop loss deductible has not been met.,,,N,N,,25,11127118.0,CO,,
45985,ADJUSTMENTCODE      ,CO-26 Short-Doyle denied the service because it was associated with a program that has not started yet,,,Y,N,,26,11127118.0,CO,,
45986,ADJUSTMENTCODE      ,CO-27 Expenses incurred after coverage terminated.,,,Y,N,,27,11127118.0,CO,,
45987,ADJUSTMENTCODE      ,CO-177 Patient has not met the required eligibility requirements,,,Y,N,,177,11127118.0,CO,,
45988,ADJUSTMENTCODE      ,CO-29 The time limit for filing has expired.,,,Y,N,,29,11127118.0,CO,,
45989,ADJUSTMENTCODE      ,"CO-Payment adjusted because the patient has not met the required eligibility, spend down, waiting, or residency requirements.",,,N,N,,30,11127118.0,CO,,
45990,ADJUSTMENTCODE      ,CO-31 Patient cannot be identified as our insured.,,,Y,N,,31,11127118.0,CO,,
45991,ADJUSTMENTCODE      ,CO-Our records indicate that this dependent is not an eligible dependent as defined.,,,N,N,,32,11127118.0,CO,,
45992,ADJUSTMENTCODE      ,CO-Insured has no dependent coverage.,,,N,N,,33,11127118.0,CO,,
45993,ADJUSTMENTCODE      ,CO-Insured has no coverage for newborns.,,,N,N,,34,11127118.0,CO,,
45994,ADJUSTMENTCODE      ,CO-Lifetime benefit maximum has been reached.,,,N,N,,35,11127118.0,CO,,
45995,ADJUSTMENTCODE      ,CO-Balance does not exceed co-payment amount.,,,N,N,,36,11127118.0,CO,,
45996,ADJUSTMENTCODE      ,CO-Balance does not exceed deductible.,,,N,N,,37,11127118.0,CO,,
45997,ADJUSTMENTCODE      ,CO-Services not provided or authorized by designated (network/primary care) providers.,,,N,N,,38,11127118.0,CO,,
45998,ADJUSTMENTCODE      ,CO-Services denied at the time authorization/pre-certification was requested.,,,N,N,,39,11127118.0,CO,,
45999,ADJUSTMENTCODE      ,CO-Charges do not meet qualifications for emergent/urgent care. ,,,N,N,,40,11127118.0,CO,,
46000,ADJUSTMENTCODE      ,CO-Discount agreed to in Preferred Provider contract.,,,N,N,,41,11127118.0,CO,,
46001,ADJUSTMENTCODE      ,CO-Charges exceed our fee schedule or maximum allowable amount. (Use CARC 45),,,N,N,,42,11127118.0,CO,,
46002,ADJUSTMENTCODE      ,CO-Charge exceeds fee schedule/maximum allowable or contracted/legislated fee arrangement. (Use only with Group Codes PR or CO depending upon liability),,,N,N,,,,,,
46003,ADJUSTMENTCODE      ,CO-46 This (these) service(s) is (are) not covered.,,,N,N,,46,11127118.0,CO,,
46004,ADJUSTMENTCODE      ,"CO-47 This (these) diagnosis(es) is (are) not covered, missing, or are invalid.",,,N,N,,47,11127118.0,CO,,
46005,ADJUSTMENTCODE      ,CO-48 This (these) procedure(s) is (are) not covered.,,,N,N,,48,11127118.0,CO,,
46006,ADJUSTMENTCODE      ,CO-50 These are non-covered services because this is not deemed a 'medical necessity' by the payer.,,,Y,N,,50,11127118.0,CO,,
46007,ADJUSTMENTCODE      ,CO-These are non-covered services because this is a pre-existing condition.,,,N,N,,51,11127118.0,CO,,
46008,ADJUSTMENTCODE      ,CO-The referring/prescribing/rendering provider is not eligible to refer/prescribe/order/perform the service billed.,,,N,N,,52,11127118.0,CO,,
46009,ADJUSTMENTCODE      ,CO-Multiple physicians/assistants are not covered in this case. ,,,N,N,,54,11127118.0,CO,,
46010,ADJUSTMENTCODE      ,CO-Procedure/treatment is deemed experimental/investigational by the payer. ,,,N,N,,55,11127118.0,CO,,
46011,ADJUSTMENTCODE      ,CO-Procedure/treatment has not been deemed 'proven to be effective' by the payer. ,,,N,N,,56,11127118.0,CO,,
46012,ADJUSTMENTCODE      ,"CO-Payment denied/reduced because the payer deems the information submitted does not support this level of service, this many services, this length of service, this dosage, or this day's supply.",,,N,N,,57,11127118.0,CO,,
46013,ADJUSTMENTCODE      ,CO-Treatment was deemed by the payer to have been rendered in an inappropriate or invalid place of service.,,,N,N,,58,11127118.0,CO,,
46014,ADJUSTMENTCODE      ,"CO-Payment denied/reduced for absence of, or exceeded, pre-certification/authorization.",,,N,N,,62,11127118.0,CO,,
46015,ADJUSTMENTCODE      ,CO-Correction to a prior claim.,,,N,N,,63,11127118.0,CO,,
46016,ADJUSTMENTCODE      ,CO-Denial reversed per Medical Review.,,,N,N,,64,11127118.0,CO,,
46017,ADJUSTMENTCODE      ,CO-Procedure code was incorrect. This payment reflects the correct code.,,,N,N,,65,11127118.0,CO,,
46018,ADJUSTMENTCODE      ,CO-Cost outlier - Adjustment to compensate for additional costs.,,,N,N,,70,11127118.0,CO,,
46019,ADJUSTMENTCODE      ,CO-Primary Payer amount.,,,N,N,,71,11127118.0,CO,,
46020,ADJUSTMENTCODE      ,CO-Total visits.,,,N,N,,83,11127118.0,CO,,
46021,ADJUSTMENTCODE      ,CO-Transfer amount.,,,N,N,,87,11127118.0,CO,,
46022,ADJUSTMENTCODE      ,CO-Adjustment amount represents collection against receivable created in prior overpayment.,,,N,N,,88,11127118.0,CO,,
46023,ADJUSTMENTCODE      ,CO-Claim Paid in full.,,,N,N,,92,11127118.0,CO,,
46024,ADJUSTMENTCODE      ,CO-No Claim level Adjustments.,,,N,N,,93,11127118.0,CO,,
46025,ADJUSTMENTCODE      ,CO-Processed in Excess of charges.,,,N,N,,94,11127118.0,CO,,
46026,ADJUSTMENTCODE      ,"CO-95 Short-Doyle denied this Medi-Medi NTP/OTP Claims, because the coordination of benefits was entered at the Service Line level, or a combination of the Claim Line and Service Line level",,,Y,N,,95,11127118.0,CO,,
46027,ADJUSTMENTCODE      ,"CO-96 Non-covered charge(s). At least one Remark Code must be provided (may be comprised of either the NCPDP Reject Reason Code, or Remittance Advice Remark Code that is not an ALERT.)",,,Y,N,,96,11127118.0,CO,,
46028,ADJUSTMENTCODE      ,CO-97 The benefit for this service is included in the payment/allowance for another service/procedure that has already been adjudicated. - Same Day Service Denial,,,Y,N,,97,11127118.0,CO,,
46029,ADJUSTMENTCODE      ,CO-Medicare Secondary Payer Adjustment Amount.,,,N,N,,99,11127118.0,CO,,
46030,ADJUSTMENTCODE      ,CO-Payment made to patient/insured/responsible party/employer.,,,N,N,,100,11127118.0,CO,,
46031,ADJUSTMENTCODE      ,CO-Predetermination: anticipated payment upon completion of services or claim adjudication.,,,N,N,,101,11127118.0,CO,,
46032,ADJUSTMENTCODE      ,CO-104 Managed care withholding.,,,Y,N,,104,11127118.0,CO,,
46033,ADJUSTMENTCODE      ,CO-Patient payment option/election not in effect.,,,N,N,,106,11127118.0,CO,,
46034,ADJUSTMENTCODE      ,CO-107 denied the add-on or dependent service because the primary service was denied,,,Y,N,,107,11127118.0,CO,,
46035,ADJUSTMENTCODE      ,CO-Rent/purchase guidelines were not met.,,,N,N,,108,11127118.0,CO,,
46036,ADJUSTMENTCODE      ,CO-109 Claim/service not covered by this payer/contractor. You must send the claim/service to the correct payer/contractor.,,,Y,N,,109,11127118.0,CO,,
46037,ADJUSTMENTCODE      ,CO-110 denied this service because the date of service was after the date the claim was received by DHCS' billing system,,,Y,N,,110,11127118.0,CO,,
46038,ADJUSTMENTCODE      ,CO-Not covered unless the provider accepts assignment.,,,N,N,,111,11127118.0,CO,,
46039,ADJUSTMENTCODE      ,CO-Service not furnished directly to the patient and/or not documented.,,,N,N,,112,11127118.0,CO,,
46040,ADJUSTMENTCODE      ,CO-119 Benefit maximum for this time period or occurrence has been reached.,,,Y,N,,119,11127118.0,CO,,
46041,ADJUSTMENTCODE      ,CO-Patient is covered by a managed care plan.,,,N,N,,120,11127118.0,CO,,
46042,ADJUSTMENTCODE      ,CO-Psychiatric reduction.,,,N,N,,122,11127118.0,CO,,
46043,ADJUSTMENTCODE      ,CO-Payer refund due to overpayment.,,,N,N,,123,11127118.0,CO,,
46044,ADJUSTMENTCODE      ,CO-Payer refund amount - not our patient.,,,N,N,,124,11127118.0,CO,,
46045,ADJUSTMENTCODE      ,CO-Submission/billing error(s). A,,,N,N,,125,11127118.0,CO,,
46046,ADJUSTMENTCODE      ,CO-Prior processing information appears incorrect. ,,,N,N,,129,11127118.0,CO,,
46047,ADJUSTMENTCODE      ,CO-131 Claim specific negotiated discount.,,,Y,N,,131,11127118.0,CO,,
46048,ADJUSTMENTCODE      ,CO-Interim bills cannot be processed.,,,N,N,,135,11127118.0,CO,,
46049,ADJUSTMENTCODE      ,CO-Appeal procedures not followed or time limits not met.,,,N,N,,138,11127118.0,CO,,
46050,ADJUSTMENTCODE      ,CO-Patient/Insured health identification number and name do not match.,,,N,N,,140,11127118.0,CO,,
46051,ADJUSTMENTCODE      ,CO-Claim spans eligible and ineligible periods of coverage.,,,N,N,,141,11127118.0,CO,,
46052,ADJUSTMENTCODE      ,CO-Monthly Medicaid patient liability amount.,,,N,N,,142,11127118.0,CO,,
46053,ADJUSTMENTCODE      ,CO-143 Portion of payment deferred.,,,Y,N,,143,11127118.0,CO,,
46054,ADJUSTMENTCODE      ,CO-Diagnosis was invalid for the date(s) of service reported.,,,N,N,,146,11127118.0,CO,,
46055,ADJUSTMENTCODE      ,CO-Provider contracted/negotiated rate expired or not on file.,,,N,N,,147,11127118.0,CO,,
46056,ADJUSTMENTCODE      ,CO-Information from another provider was not provided or was insufficient/incomplete.,,,N,N,,148,11127118.0,CO,,
46057,ADJUSTMENTCODE      ,CO-Lifetime benefit maximum has been reached for this service/benefit category.,,,N,N,,149,11127118.0,CO,,
46058,ADJUSTMENTCODE      ,CO-Payer deems the information submitted does not support this level of service.,,,N,N,,150,11127118.0,CO,,
46059,ADJUSTMENTCODE      ,CO-151 Payment adjusted because the payer deems the information submitted does not support this many/frequency of services.,,,Y,N,,151,11127118.0,CO,,
46060,ADJUSTMENTCODE      ,CO-Payer deems the information submitted does not support this length of service. N,,,N,N,,152,11127118.0,CO,,
46061,ADJUSTMENTCODE      ,CO-Payer deems the information submitted does not support this dosage.,,,N,N,,153,11127118.0,CO,,
46062,ADJUSTMENTCODE      ,CO-Patient refused the service/procedure.,,,N,N,,155,11127118.0,CO,,
46063,ADJUSTMENTCODE      ,CO-Flexible spending account payments. Note: Use code 187.,,,N,N,,156,11127118.0,CO,,
46064,ADJUSTMENTCODE      ,CO-Injury/illness was the result of an activity that is a benefit exclusion.,,,N,N,,160,11127118.0,CO,,
46065,ADJUSTMENTCODE      ,CO-Provider performance bonus,,,N,N,,161,11127118.0,CO,,
46066,ADJUSTMENTCODE      ,CO-Attachment referenced on the claim was not received.,,,N,N,,163,11127118.0,CO,,
46067,ADJUSTMENTCODE      ,CO-Attachment referenced on the claim was not received in a timely fashion.,,,N,N,,164,11127118.0,CO,,
46068,ADJUSTMENTCODE      ,CO-Referral absent or exceeded.,,,N,N,,165,11127118.0,CO,,
46069,ADJUSTMENTCODE      ,CO-These services were submitted after this payers responsibility for processing claims under this plan ended.,,,N,N,,166,11127118.0,CO,,
46070,ADJUSTMENTCODE      ,CO-167 Short-Doyle denied the service because service line did not contain a valid Drug Medi-Cal diagnosis code,,,Y,N,,167,11127118.0,CO,,
46071,ADJUSTMENTCODE      ,CO-Alternate benefit has been provided.,,,N,N,,169,11127118.0,CO,,
46072,ADJUSTMENTCODE      ,CO-170 Payment is denied when performed/billed by this type of provider.,,,Y,N,,170,11127118.0,CO,,
46073,ADJUSTMENTCODE      ,CO-Payment is adjusted when performed/billed by a provider of this specialty. ,,,N,N,,172,11127118.0,CO,,
46074,ADJUSTMENTCODE      ,CO-Service was not prescribed by a physician. This change effective 7/1/2013: Service/equipment was not prescribed by a physician.,,,N,N,,173,11127118.0,CO,,
46075,ADJUSTMENTCODE      ,CO-Service was not prescribed prior to delivery.,,,N,N,,174,11127118.0,CO,,
46076,ADJUSTMENTCODE      ,CO-Prescription is incomplete.,,,N,N,,175,11127118.0,CO,,
46077,ADJUSTMENTCODE      ,CO-Prescription is not current.,,,N,N,,176,11127118.0,CO,,
46078,ADJUSTMENTCODE      ,CO-177 Patient has not met the required eligibility requirements.,,,N,N,,177,11127118.0,CO,,
46079,ADJUSTMENTCODE      ,CO-Patient has not met the required spend down requirements.,,,N,N,,178,11127118.0,CO,,
46080,ADJUSTMENTCODE      ,CO-Patient has not met the required waiting requirements. ,,,N,N,,179,11127118.0,CO,,
46081,ADJUSTMENTCODE      ,CO-Procedure code was invalid on the date of service.,,,N,N,,181,11127118.0,CO,,
46082,ADJUSTMENTCODE      ,CO-Procedure modifier was invalid on the date of service.,,,N,N,,182,11127118.0,CO,,
46083,ADJUSTMENTCODE      ,CO-The referring provider is not eligible to refer the service billed. ,,,N,N,,183,11127118.0,CO,,
46084,ADJUSTMENTCODE      ,CO-The prescribing/ordering provider is not eligible to prescribe/order the service billed. ,,,N,N,,184,11127118.0,CO,,
46085,ADJUSTMENTCODE      ,CO-The rendering provider is not eligible to perform the service billed.,,,N,N,,185,11127118.0,CO,,
46086,ADJUSTMENTCODE      ,CO-Level of care change adjustment.,,,N,N,,186,11127118.0,CO,,
46087,ADJUSTMENTCODE      ,CO-Consumer Spending Account payments ,,,N,N,,187,11127118.0,CO,,
46088,ADJUSTMENTCODE      ,CO-'Not otherwise classified' or 'unlisted' procedure code (CPT/HCPCS) was billed when there is a specific procedure code for this procedure/service,,,N,N,,189,11127118.0,CO,,
46089,ADJUSTMENTCODE      ,CO-Non standard adjustment code from paper remittance. Note: This code is to be used by providers/payers providing Coordination of Benefits information to another payer in the 837 transaction only. This code is only used when the non-standard code c,,,N,N,,192,11127118.0,CO,,
46090,ADJUSTMENTCODE      ,"CO-Original payment decision is being maintained. Upon review, it was determined that this claim was processed properly.",,,N,N,,193,11127118.0,CO,,
46091,ADJUSTMENTCODE      ,CO-Refund issued to an erroneous priority payer for this claim/service.,,,N,N,,195,11127118.0,CO,,
46092,ADJUSTMENTCODE      ,CO-Claim/service denied based on prior payer's coverage determination.,,,N,N,,196,11127118.0,CO,,
46093,ADJUSTMENTCODE      ,CO-Precertification/authorization/notification absent.,,,N,N,,197,11127118.0,CO,,
46094,ADJUSTMENTCODE      ,CO-Precertification/authorization exceeded.,,,N,N,,198,11127118.0,CO,,
46095,ADJUSTMENTCODE      ,CO-Revenue code and Procedure code do not match.,,,N,N,,199,11127118.0,CO,,
46096,ADJUSTMENTCODE      ,CO-Expenses incurred during lapse in coverage,,,N,N,,200,11127118.0,CO,,
46097,ADJUSTMENTCODE      ,CO-Non-covered personal comfort or convenience services.,,,N,N,,202,11127118.0,CO,,
46098,ADJUSTMENTCODE      ,CO-Discontinued or reduced service.,,,N,N,,203,11127118.0,CO,,
46099,ADJUSTMENTCODE      ,CO-This service/equipment/drug is not covered under the patient’s current benefit plan,,,N,N,,204,11127118.0,CO,,
46100,ADJUSTMENTCODE      ,CO-National Provider Identifier - missing.,,,N,N,,206,11127118.0,CO,,
46101,ADJUSTMENTCODE      ,CO-National Provider identifier - Invalid format,,,N,N,,207,11127118.0,CO,,
46102,ADJUSTMENTCODE      ,CO-208 NPI - Inactive when the service was rendered,,,Y,N,,208,11127118.0,CO,,
